Campaign ID,Campaign,Ad group ID,Ad group,Keyword ID,Keyword,Clicks,Cost,Impressions
139576218,Custom_In Stock Items,8240830698,Custom_In Stock Items_skinmedica_skinmedica vitamin c complex,1669479682,skinmedica vitamin c complex,0,0,0
139576218,Custom_In Stock Items,8240830698,Custom_In Stock Items_skinmedica_skinmedica vitamin c complex,1669481062,skinmedica vitamin c complex,0,0,0
139576218,Custom_In Stock Items,8240830818,Custom_In Stock Items_skinmedica_skinmedica vitamin e complex,13275570610,skinmedica vitamin e complex,0,0,0
139576218,Custom_In Stock Items,8240830818,Custom_In Stock Items_skinmedica_skinmedica vitamin e complex,61764851298,skinmedica vitamin e complex,0,0,0
139576218,Custom_In Stock Items,8240830818,Custom_In Stock Items_skinmedica_skinmedica vitamin e complex,61764856938,skinmedica vitamin e complex,0,0,0
139576218,Custom_In Stock Items,8240830938,Custom_In Stock Items_skinmedica_skinmedica scar recovery gel,37506586857,skinmedica scar recovery gel,0,0,0
139576218,Custom_In Stock Items,8240830938,Custom_In Stock Items_skinmedica_skinmedica scar recovery gel,48425302654,skinmedica scar recovery gel,0,0,1
139576218,Custom_In Stock Items,8240830938,Custom_In Stock Items_skinmedica_skinmedica scar recovery gel,48425550334,skinmedica scar recovery gel,0,0,0
139576218,Custom_In Stock Items,8240831058,Custom_In Stock Items_skinmedica_skinmedica centelline gel,61764844458,skinmedica centelline gel,0,0,0
139576218,Custom_In Stock Items,8240831058,Custom_In Stock Items_skinmedica_skinmedica centelline gel,61764850218,skinmedica centelline gel,0,0,0
139576218,Custom_In Stock Items,8240831058,Custom_In Stock Items_skinmedica_skinmedica centelline gel,61764855858,skinmedica centelline gel,0,0,0
139576218,Custom_In Stock Items,8240831178,Custom_In Stock Items_skinmedica_skinmedica hydrating complex,12023713210,skinmedica hydrating complex,0,0,0
139576218,Custom_In Stock Items,8240831178,Custom_In Stock Items_skinmedica_skinmedica hydrating complex,13894076279,skinmedica hydrating complex,0,0,0
